job_id,job_title,company,location,city,state,country,industry,salary,salary_min,salary_max,currency,experience,experience_min,experience_max,employment_type,posting_date,job_description,skills,standardized_job_title,normalized_location,salary_average,experience_category,skills_count,posting_month,posting_year,posting_weekday,job_age_days,extracted_skills
JOB-000039,Senior Data Analyst,FusionWorks,Chennai,Unknown,Tamil Nadu,India,Healthcare,18 LPA,1848000.0,3000481.0,INR,8-9 years,8.0,9.0,Not Specified,2026-06-13,"We are hiring a Data Analyst at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Power BI,Python is required. If you are passionate about data and want to grow your career, apply today!","Excel, Power BI, Python, SQL, Tableau",Data Analyst,Chennai,2424240.5,Senior Level,5,6.0,2026.0,Saturday,78.0,Excel; Power BI; Python; SQL; Tableau
JOB-000040,Junior Data Scientist,TechNova Solutions,Chennai,Chennai,Tamil Nadu,India,Healthcare,19 LPA,1920000.0,2631260.0,INR,4-7 years,4.0,7.0,Full-time,2025-11-17,"We are hiring a Data Scientist at TechNova Solutions to join our data team in India. The ideal candidate will have strong experience with Pandas, Python, Scikit-learn, Statistics and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Pandas,Python,Scikit-learn is required. If you are passionate about data and want to grow your career, apply today!","Pandas, Python, Scikit-learn, Statistics, TensorFlow",Data Scientist,Chennai,2275630.0,Mid Level,5,11.0,2025.0,Monday,286.0,Pandas; Python; Scikit-learn; Statistics; TensorFlow
JOB-000041,Senior Senior Data Engineer,Meridian Data,Ahmedabad,Ahmedabad,Gujarat,India,Information Technology,34 LPA,3458000.0,5784065.0,INR,6-8 years,6.0,8.0,Full-time,2026-04-07,"We are hiring a Data Engineer at Meridian Data to join our data team in India. The ideal candidate will have strong experience with Kafka, PostgreSQL, Python, SQL and Spark. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Kafka,PostgreSQL,Python is required. If you are passionate about data and want to grow your career, apply today!","Kafka, PostgreSQL, Python, SQL, Spark",Data Engineer,Ahmedabad,4621032.5,Senior Level,5,4.0,2026.0,Tuesday,145.0,Kafka; PostgreSQL; Python; SQL; Spark
JOB-000042,Data Science Specialist,Meridian Data,Bangalore,Bangalore,Karnataka,India,Finance,24 LPA,2460000.0,3975391.0,INR,7-10 years,7.0,10.0,Contract,2026-05-25,"We are hiring a Data Scientist at Meridian Data to join our data team in India. The ideal candidate will have strong experience with Machine Learning, NumPy, Pandas, Python and R. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Machine Learning,NumPy,Pandas is required. If you are passionate about data and want to grow your career, apply today!","Machine Learning, NumPy, Pandas, Python, R",Other,Bangalore,3217695.5,Senior Level,5,5.0,2026.0,Monday,97.0,Machine Learning; NumPy; Pandas; Python; R
JOB-000043,Junior Business Analyst,InfoSphere Systems,Ahmedabad,Ahmedabad,Gujarat,India,E-commerce,7 LPA,700000.0,1172952.0,INR,Fresher,0.0,0.0,Internship,2025-10-03,"We are hiring a Business Analyst at InfoSphere Systems to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics",Business Analyst,Ahmedabad,936476.0,Fresher,6,10.0,2025.0,Friday,331.0,Agile; Data Visualization; Excel; Power BI; SQL; Statistics
JOB-000044,Big Data Engineer,DataPulse Inc,Gurgaon,Gurgaon,Haryana,India,Healthcare,22 LPA,2275000.0,3300305.0,INR,5-8 years,5.0,8.0,Full-time,2026-02-21,"We are hiring a Data Engineer at DataPulse Inc to join our data team in India. The ideal candidate will have strong experience with Docker, Hadoop and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Docker,Hadoop,SQL is required. If you are passionate about data and want to grow your career, apply today!","Docker, Hadoop, SQL",Data Engineer,Gurgaon,2787652.5,Mid Level,3,2.0,2026.0,Saturday,190.0,Docker; Hadoop; SQL
JOB-000045,Senior AI Engineer,AnalyticsHub,Kolkata,Kolkata,West Bengal,India,Manufacturing,43 LPA,4305000.0,5883561.0,INR,7-8 years,7.0,8.0,Full-time,2026-03-10,"We are hiring a Machine Learning Engineer at AnalyticsHub to join our data team in India. The ideal candidate will have strong experience with Computer Vision, Machine Learning, NLP, PyTorch, Python, SQL, Spark and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Computer Vision,Machine Learning,NLP is required. If you are passionate about data and want to grow your career, apply today!","Computer Vision, Machine Learning, NLP, PyTorch, Python, SQL, Spark, TensorFlow",Machine Learning Engineer,Kolkata,5094280.5,Senior Level,8,3.0,2026.0,Tuesday,173.0,Computer Vision; Machine Learning; NLP; PyTorch; Python; SQL; Spark; TensorFlow
JOB-000046,Data QA Engineer,Quantum Data Labs,Hyderabad,Hyderabad,Telangana,India,Banking,19 LPA,2762305.0,2762305.0,INR,6-6 years,6.0,6.0,Full-time,2025-11-16,"We are hiring a Other at Quantum Data Labs to join our data team in India. The ideal candidate will have strong experience with AWS, Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with AWS,Excel,Git is required. If you are passionate about data and want to grow your career, apply today!","AWS, Excel, Git, Python, SQL",Other,Hyderabad,2762305.0,Senior Level,5,11.0,2025.0,Sunday,287.0,AWS; Excel; Git; Python; SQL
JOB-000047,Business Analytics Consultant,Helix Analytics,Delhi,Delhi,Delhi,India,Telecommunications,9 LPA,910000.0,1320822.0,INR,2-5 years,2.0,5.0,Full-time,2026-06-09,"We are hiring a Business Analyst at Helix Analytics to join our data team in India. The ideal candidate will have strong experience with Agile, Data Visualization, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Data Visualization,Excel is required. If you are passionate about data and want to grow your career, apply today!","Agile, Data Visualization, Excel, Power BI, SQL, Statistics",Other,Delhi,1115411.0,Entry Level,6,6.0,2026.0,Tuesday,82.0,Agile; Data Visualization; Excel; Power BI; SQL; Statistics
JOB-000048,Data Science Specialist,Nimbus Data,Noida,Noida,Uttar Pradesh,India,Banking,,1560000.0,2120574.0,INR,2-2 years,2.0,2.0,Full-time,2026-01-23,"We are hiring a Data Scientist at Nimbus Data to join our data team in India. The ideal candidate will have strong experience with NumPy, R, SQL and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with NumPy,R,SQL is required. If you are passionate about data and want to grow your career, apply today!","NumPy, R, SQL, TensorFlow",Other,Noida,1840287.0,Entry Level,4,1.0,2026.0,Friday,219.0,NumPy; R; SQL; TensorFlow
JOB-000049,Business Analyst,Zenith Analytics,Gurgaon,Gurgaon,Haryana,India,Banking,10 LPA,1015000.0,1538717.0,INR,3-3 years,3.0,3.0,Full-time,2026-02-26,"We are hiring a Business Analyst at Zenith Analytics to join our data team in India. The ideal candidate will have strong experience with Agile, Excel, Power BI, SQL and Statistics. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Agile,Excel,Power BI is required. If you are passionate about data and want to grow your career, apply today!","Agile, Excel, Power BI, SQL, Statistics",Business Analyst,Gurgaon,1276858.5,Mid Level,5,2.0,2026.0,Thursday,185.0,Agile; Excel; Power BI; SQL; Statistics
JOB-000050,Data Scientist,CloudBridge Tech,Delhi,Delhi,Delhi,India,Healthcare,22 LPA,2279999.0,3615511.0,INR,6-6 years,6.0,6.0,Internship,2025-11-27,"We are hiring a Data Scientist at CloudBridge Tech to join our data team in India. The ideal candidate will have strong experience with Pandas, Python, Scikit-learn, Statistics and TensorFlow. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Pandas,Python,Scikit-learn is required. If you are passionate about data and want to grow your career, apply today!","Pandas, Python, Scikit-learn, Statistics, TensorFlow",Data Scientist,Delhi,2947755.0,Senior Level,5,11.0,2025.0,Thursday,276.0,Pandas; Python; Scikit-learn; Statistics; TensorFlow
JOB-000051,Database Administrator,DataPulse Inc,Kochi,Kochi,Kerala,India,Healthcare,13 LPA,1300000.0,2122768.0,INR,2-2 years,2.0,2.0,Full-time,2026-04-12,"We are hiring a Other at DataPulse Inc to join our data team in India. The ideal candidate will have strong experience with Excel, Git, Python and SQL. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Git,Python is required. If you are passionate about data and want to grow your career, apply today!","Excel, Git, Python, SQL",Other,Kochi,1711384.0,Entry Level,4,4.0,2026.0,Sunday,140.0,Excel; Git; Python; SQL
JOB-000052,Senior Data Scientist,Zenith Analytics,Noida,Noida,Uttar Pradesh,India,Other,36 LPA,3696000.0,5261495.0,INR,8-10 years,8.0,10.0,Internship,2026-03-25,,"NumPy, Python, Scikit-learn, Statistics, TensorFlow",Data Scientist,Noida,4478747.5,Senior Level,5,3.0,2026.0,Wednesday,158.0,NumPy; Python; Scikit-learn; Statistics; TensorFlow
JOB-000053,Data Analyst I,FusionWorks,Gurgaon,Gurgaon,Haryana,India,Banking,6 LPA,690000.0,965321.0,INR,1-3 years,1.0,3.0,Full-time,2026-03-16,"We are hiring a Data Analyst at FusionWorks to join our data team in India. The ideal candidate will have strong experience with Excel, Power BI, Python, SQL and Tableau. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Excel,Power BI,Python is required. If you are passionate about data and want to grow your career, apply today!","Excel, Power BI, Python, SQL, Tableau",Data Analyst,Gurgaon,827660.5,Entry Level,5,3.0,2026.0,Monday,167.0,Excel; Power BI; Python; SQL; Tableau
JOB-000054,Data Analytics Engineer,CloudBridge Tech,Kolkata,Kolkata,West Bengal,India,Consulting,12 LPA,1264999.0,2020012.0,INR,1-2 years,1.0,2.0,Full-time,2026-06-19,"We are hiring a Analytics Engineer at CloudBridge Tech to join our data team in India. The ideal candidate will have strong experience with Airflow, DBT, Git, Looker, Python, SQL and Snowflake. You will work on business-critical data problems, collaborate with engineering and business teams, and help drive data-informed decisions. Excellent communication skills and a problem-solving mindset are essential. Familiarity with Airflow,DBT,Git is required. If you are passionate about data and want to grow your career, apply today!","Airflow, DBT, Git, Looker, Python, SQL, Snowflake",Analytics Engineer,Kolkata,1642505.5,Entry Level,7,6.0,2026.0,Friday,72.0,Airflow; DBT; Git; Looker; Python; SQL; Snowflake
